unit,sex,age,region,year,value
YR,F,Y31,PT,2007,52.2
YR,F,Y32,PT,2007,51.2
YR,F,Y33,PT,2007,50.2
YR,F,Y34,PT,2007,49.2
YR,F,Y35,PT,2007,48.3
YR,F,Y36,PT,2007,47.3
YR,F,Y37,PT,2007,46.3
YR,F,Y38,PT,2007,45.4
YR,F,Y39,PT,2007,44.4
YR,F,Y4,PT,2007,78.8
YR,F,Y40,PT,2007,43.4
YR,F,Y41,PT,2007,42.5
YR,F,Y42,PT,2007,41.5
YR,F,Y43,PT,2007,40.6
YR,F,Y44,PT,2007,39.6
YR,F,Y45,PT,2007,38.7
YR,F,Y46,PT,2007,37.7
YR,F,Y47,PT,2007,36.8
YR,F,Y48,PT,2007,35.9
YR,F,Y49,PT,2007,34.9
YR,F,Y5,PT,2007,77.8
YR,F,Y50,PT,2007,34.0
YR,F,Y51,PT,2007,33.1
YR,F,Y52,PT,2007,32.1
YR,F,Y53,PT,2007,31.2
YR,F,Y54,PT,2007,30.3
YR,F,Y55,PT,2007,29.4
YR,F,Y56,PT,2007,28.5
YR,F,Y57,PT,2007,27.6
YR,F,Y58,PT,2007,26.6
YR,F,Y59,PT,2007,25.8
YR,F,Y6,PT,2007,76.8
YR,F,Y60,PT,2007,24.9
YR,F,Y61,PT,2007,24.0
YR,F,Y62,PT,2007,23.1
YR,F,Y63,PT,2007,22.2
YR,F,Y64,PT,2007,21.3
YR,F,Y65,PT,2007,20.4
YR,F,Y66,PT,2007,19.6
YR,F,Y67,PT,2007,18.7
YR,F,Y68,PT,2007,17.9
YR,F,Y69,PT,2007,17.0
YR,F,Y7,PT,2007,75.8
YR,F,Y70,PT,2007,16.2
YR,F,Y71,PT,2007,15.4
YR,F,Y72,PT,2007,14.6
YR,F,Y73,PT,2007,13.8
YR,F,Y74,PT,2007,13.1
YR,F,Y75,PT,2007,12.3
YR,F,Y76,PT,2007,11.6
YR,F,Y77,PT,2007,10.9
YR,F,Y78,PT,2007,10.2
YR,F,Y79,PT,2007,9.6
YR,F,Y8,PT,2007,74.8
YR,F,Y80,PT,2007,8.9
YR,F,Y81,PT,2007,8.4
YR,F,Y82,PT,2007,7.8
YR,F,Y83,PT,2007,7.3
YR,F,Y84,PT,2007,6.8
YR,F,Y9,PT,2007,73.8
YR,F,Y_GE85,PT,2007,6.3
YR,F,Y_LT1,PT,2007,82.5
YR,M,Y1,PT,2007,75.2
YR,M,Y10,PT,2007,66.3
YR,M,Y11,PT,2007,65.3
YR,M,Y12,PT,2007,64.3
YR,M,Y13,PT,2007,63.3
YR,M,Y14,PT,2007,62.3
YR,M,Y15,PT,2007,61.3
YR,M,Y16,PT,2007,60.4
YR,M,Y17,PT,2007,59.4
YR,M,Y18,PT,2007,58.4
YR,M,Y19,PT,2007,57.5
YR,M,Y2,PT,2007,74.2
YR,M,Y20,PT,2007,56.5
YR,M,Y21,PT,2007,55.5
YR,M,Y22,PT,2007,54.6
YR,M,Y23,PT,2007,53.6
YR,M,Y24,PT,2007,52.7
YR,M,Y25,PT,2007,51.7
YR,M,Y26,PT,2007,50.8
YR,M,Y27,PT,2007,49.8
YR,M,Y28,PT,2007,48.9
YR,M,Y29,PT,2007,47.9
YR,M,Y3,PT,2007,73.2
YR,M,Y30,PT,2007,47.0
YR,M,Y31,PT,2007,46.0
YR,M,Y32,PT,2007,45.1
YR,M,Y33,PT,2007,44.1
YR,M,Y34,PT,2007,43.2
YR,M,Y35,PT,2007,42.3
YR,M,Y36,PT,2007,41.3
YR,M,Y37,PT,2007,40.4
YR,M,Y38,PT,2007,39.5
YR,M,Y39,PT,2007,38.6
YR,M,Y4,PT,2007,72.2
YR,M,Y40,PT,2007,37.7
YR,M,Y41,PT,2007,36.7
YR,M,Y42,PT,2007,35.8
YR,M,Y43,PT,2007,35.0
YR,M,Y44,PT,2007,34.1
YR,M,Y45,PT,2007,33.2
YR,M,Y46,PT,2007,32.3
YR,M,Y47,PT,2007,31.4
YR,M,Y48,PT,2007,30.5
YR,M,Y49,PT,2007,29.7
YR,M,Y5,PT,2007,71.2
YR,M,Y50,PT,2007,28.9
YR,M,Y51,PT,2007,28.0
YR,M,Y52,PT,2007,27.2
YR,M,Y53,PT,2007,26.4
YR,M,Y54,PT,2007,25.5
YR,M,Y55,PT,2007,24.7
YR,M,Y56,PT,2007,23.9
YR,M,Y57,PT,2007,23.1
YR,M,Y58,PT,2007,22.3
YR,M,Y59,PT,2007,21.5
YR,M,Y6,PT,2007,70.3
YR,M,Y60,PT,2007,20.7
YR,M,Y61,PT,2007,19.9
YR,M,Y62,PT,2007,19.1
YR,M,Y63,PT,2007,18.4
YR,M,Y64,PT,2007,17.6
YR,M,Y65,PT,2007,16.8
YR,M,Y66,PT,2007,16.1
YR,M,Y67,PT,2007,15.4
YR,M,Y68,PT,2007,14.6
YR,M,Y69,PT,2007,13.9
YR,M,Y7,PT,2007,69.3
YR,M,Y70,PT,2007,13.2
YR,M,Y71,PT,2007,12.6
YR,M,Y72,PT,2007,11.9
YR,M,Y73,PT,2007,11.3
YR,M,Y74,PT,2007,10.7
YR,M,Y75,PT,2007,10.1
YR,M,Y76,PT,2007,9.5
YR,M,Y77,PT,2007,8.9
YR,M,Y78,PT,2007,8.4
YR,M,Y79,PT,2007,7.9
YR,M,Y8,PT,2007,68.3
YR,M,Y80,PT,2007,7.4
YR,M,Y81,PT,2007,6.9
YR,M,Y82,PT,2007,6.5
YR,M,Y83,PT,2007,6.1
YR,M,Y84,PT,2007,5.8
YR,M,Y9,PT,2007,67.3
YR,M,Y_GE85,PT,2007,5.4
YR,M,Y_LT1,PT,2007,75.9
YR,T,Y1,PT,2007,78.5
YR,T,Y10,PT,2007,69.6
YR,T,Y11,PT,2007,68.6
YR,T,Y12,PT,2007,67.6
YR,T,Y13,PT,2007,66.7
YR,T,Y14,PT,2007,65.7
YR,T,Y15,PT,2007,64.7
YR,T,Y16,PT,2007,63.7
YR,T,Y17,PT,2007,62.7
YR,T,Y18,PT,2007,61.7
YR,T,Y19,PT,2007,60.8
YR,T,Y2,PT,2007,77.5
YR,T,Y20,PT,2007,59.8
YR,T,Y21,PT,2007,58.8
YR,T,Y22,PT,2007,57.9
YR,T,Y23,PT,2007,56.9
YR,T,Y24,PT,2007,55.9
YR,T,Y25,PT,2007,55.0
YR,T,Y26,PT,2007,54.0
YR,T,Y27,PT,2007,53.0
YR,T,Y28,PT,2007,52.1
YR,T,Y29,PT,2007,51.1
YR,T,Y3,PT,2007,76.6
YR,T,Y30,PT,2007,50.1
YR,T,Y31,PT,2007,49.2
YR,T,Y32,PT,2007,48.2
YR,T,Y33,PT,2007,47.2
YR,T,Y34,PT,2007,46.3
YR,T,Y35,PT,2007,45.3
YR,T,Y36,PT,2007,44.4
YR,T,Y37,PT,2007,43.5
YR,T,Y38,PT,2007,42.5
YR,T,Y39,PT,2007,41.6
YR,T,Y4,PT,2007,75.6
YR,T,Y40,PT,2007,40.6
YR,T,Y41,PT,2007,39.7
YR,T,Y42,PT,2007,38.8
YR,T,Y43,PT,2007,37.9
YR,T,Y44,PT,2007,36.9
YR,T,Y45,PT,2007,36.0
YR,T,Y46,PT,2007,35.1
YR,T,Y47,PT,2007,34.2
YR,T,Y48,PT,2007,33.3
YR,T,Y49,PT,2007,32.4
YR,T,Y5,PT,2007,74.6
YR,T,Y50,PT,2007,31.5
YR,T,Y51,PT,2007,30.6
YR,T,Y52,PT,2007,29.8
YR,T,Y53,PT,2007,28.9
YR,T,Y54,PT,2007,28.0
YR,T,Y55,PT,2007,27.2
YR,T,Y56,PT,2007,26.3
YR,T,Y57,PT,2007,25.5
YR,T,Y58,PT,2007,24.6
YR,T,Y59,PT,2007,23.8
YR,T,Y6,PT,2007,73.6
YR,T,Y60,PT,2007,22.9
YR,T,Y61,PT,2007,22.1
YR,T,Y62,PT,2007,21.2
YR,T,Y63,PT,2007,20.4
YR,T,Y64,PT,2007,19.6
YR,T,Y65,PT,2007,18.8
YR,T,Y66,PT,2007,18.0
YR,T,Y67,PT,2007,17.2
YR,T,Y68,PT,2007,16.4
YR,T,Y69,PT,2007,15.7
YR,T,Y7,PT,2007,72.6
YR,T,Y70,PT,2007,14.9
YR,T,Y71,PT,2007,14.2
YR,T,Y72,PT,2007,13.4
YR,T,Y73,PT,2007,12.7
YR,T,Y74,PT,2007,12.0
YR,T,Y75,PT,2007,11.4
YR,T,Y76,PT,2007,10.7
YR,T,Y77,PT,2007,10.1
YR,T,Y78,PT,2007,9.5
YR,T,Y79,PT,2007,8.9
YR,T,Y8,PT,2007,71.6
YR,T,Y80,PT,2007,8.3
YR,T,Y81,PT,2007,7.8
YR,T,Y82,PT,2007,7.3
YR,T,Y83,PT,2007,6.8
YR,T,Y84,PT,2007,6.4
YR,T,Y9,PT,2007,70.6
YR,T,Y_GE85,PT,2007,6.0
YR,T,Y_LT1,PT,2007,79.3
YR,F,Y1,PT,2006,81.7
YR,F,Y10,PT,2006,72.9
YR,F,Y11,PT,2006,71.9
YR,F,Y12,PT,2006,70.9
YR,F,Y13,PT,2006,69.9
YR,F,Y14,PT,2006,68.9
YR,F,Y15,PT,2006,67.9
YR,F,Y16,PT,2006,66.9
YR,F,Y17,PT,2006,65.9
YR,F,Y18,PT,2006,64.9
YR,F,Y19,PT,2006,64.0
YR,F,Y2,PT,2006,80.8
YR,F,Y20,PT,2006,63.0
YR,F,Y21,PT,2006,62.0
YR,F,Y22,PT,2006,61.0
YR,F,Y23,PT,2006,60.0
YR,F,Y24,PT,2006,59.0
YR,F,Y25,PT,2006,58.1
YR,F,Y26,PT,2006,57.1
YR,F,Y27,PT,2006,56.1
YR,F,Y28,PT,2006,55.1
YR,F,Y29,PT,2006,54.1
YR,F,Y3,PT,2006,79.8
YR,F,Y30,PT,2006,53.1
YR,F,Y31,PT,2006,52.2
YR,F,Y32,PT,2006,51.2
YR,F,Y33,PT,2006,50.2
YR,F,Y34,PT,2006,49.2
YR,F,Y35,PT,2006,48.3
YR,F,Y36,PT,2006,47.3
YR,F,Y37,PT,2006,46.3
YR,F,Y38,PT,2006,45.4
YR,F,Y39,PT,2006,44.4
YR,F,Y4,PT,2006,78.8
YR,F,Y40,PT,2006,43.5
YR,F,Y41,PT,2006,42.5
YR,F,Y42,PT,2006,41.5
YR,F,Y43,PT,2006,40.6
YR,F,Y44,PT,2006,39.6
YR,F,Y45,PT,2006,38.7
YR,F,Y46,PT,2006,37.8
YR,F,Y47,PT,2006,36.8
YR,F,Y48,PT,2006,35.9
YR,F,Y49,PT,2006,34.9
YR,F,Y5,PT,2006,77.8
YR,F,Y50,PT,2006,34.0
YR,F,Y51,PT,2006,33.1
YR,F,Y52,PT,2006,32.1
YR,F,Y53,PT,2006,31.2
YR,F,Y54,PT,2006,30.3
YR,F,Y55,PT,2006,29.4
YR,F,Y56,PT,2006,28.5
YR,F,Y57,PT,2006,27.5
YR,F,Y58,PT,2006,26.7
YR,F,Y59,PT,2006,25.7
YR,F,Y6,PT,2006,76.8
YR,F,Y60,PT,2006,24.8
YR,F,Y61,PT,2006,24.0
YR,F,Y62,PT,2006,23.1
YR,F,Y63,PT,2006,22.2
YR,F,Y64,PT,2006,21.4
YR,F,Y65,PT,2006,20.5
YR,F,Y66,PT,2006,19.6
YR,F,Y67,PT,2006,18.8
YR,F,Y68,PT,2006,17.9
YR,F,Y69,PT,2006,17.1
YR,F,Y7,PT,2006,75.8
YR,F,Y70,PT,2006,16.3
YR,F,Y71,PT,2006,15.5
YR,F,Y72,PT,2006,14.7
YR,F,Y73,PT,2006,13.9
YR,F,Y74,PT,2006,13.1
YR,F,Y75,PT,2006,12.4
YR,F,Y76,PT,2006,11.7
YR,F,Y77,PT,2006,11.0
YR,F,Y78,PT,2006,10.3
YR,F,Y79,PT,2006,9.6
YR,F,Y8,PT,2006,74.8
YR,F,Y80,PT,2006,9.0
YR,F,Y81,PT,2006,8.5
YR,F,Y82,PT,2006,7.9
YR,F,Y83,PT,2006,7.4
YR,F,Y84,PT,2006,6.9
YR,F,Y9,PT,2006,73.8
YR,F,Y_GE85,PT,2006,6.5
YR,F,Y_LT1,PT,2006,82.5
YR,M,Y1,PT,2006,74.8
YR,M,Y10,PT,2006,65.9
YR,M,Y11,PT,2006,64.9
YR,M,Y12,PT,2006,63.9
YR,M,Y13,PT,2006,63.0
YR,M,Y14,PT,2006,62.0
YR,M,Y15,PT,2006,61.0
YR,M,Y16,PT,2006,60.0
YR,M,Y17,PT,2006,59.0
YR,M,Y18,PT,2006,58.1
YR,M,Y19,PT,2006,57.1
YR,M,Y2,PT,2006,73.8
YR,M,Y20,PT,2006,56.2
YR,M,Y21,PT,2006,55.2
YR,M,Y22,PT,2006,54.3
YR,M,Y23,PT,2006,53.3
YR,M,Y24,PT,2006,52.3
YR,M,Y25,PT,2006,51.4
YR,M,Y26,PT,2006,50.4
YR,M,Y27,PT,2006,49.5
YR,M,Y28,PT,2006,48.5
YR,M,Y29,PT,2006,47.6
YR,M,Y3,PT,2006,72.8
YR,M,Y30,PT,2006,46.6
YR,M,Y31,PT,2006,45.7
YR,M,Y32,PT,2006,44.7
YR,M,Y33,PT,2006,43.8
YR,M,Y34,PT,2006,42.9
YR,M,Y35,PT,2006,41.9
YR,M,Y36,PT,2006,41.0
YR,M,Y37,PT,2006,40.1
YR,M,Y38,PT,2006,39.2
YR,M,Y39,PT,2006,38.3
YR,M,Y4,PT,2006,71.9
YR,M,Y40,PT,2006,37.4
YR,M,Y41,PT,2006,36.5
YR,M,Y42,PT,2006,35.6
YR,M,Y43,PT,2006,34.7
YR,M,Y44,PT,2006,33.8
YR,M,Y45,PT,2006,33.0
YR,M,Y46,PT,2006,32.1
YR,M,Y47,PT,2006,31.2
YR,M,Y48,PT,2006,30.4
YR,M,Y49,PT,2006,29.5
YR,M,Y5,PT,2006,70.9
YR,M,Y50,PT,2006,28.7
YR,M,Y51,PT,2006,27.8
YR,M,Y52,PT,2006,27.0
YR,M,Y53,PT,2006,26.2
YR,M,Y54,PT,2006,25.3
YR,M,Y55,PT,2006,24.5
YR,M,Y56,PT,2006,23.7
YR,M,Y57,PT,2006,22.9
YR,M,Y58,PT,2006,22.1
YR,M,Y59,PT,2006,21.3
YR,M,Y6,PT,2006,69.9
YR,M,Y60,PT,2006,20.5
YR,M,Y61,PT,2006,19.7
YR,M,Y62,PT,2006,18.9
YR,M,Y63,PT,2006,18.1
YR,M,Y64,PT,2006,17.4
YR,M,Y65,PT,2006,16.6
YR,M,Y66,PT,2006,15.9
YR,M,Y67,PT,2006,15.2
YR,M,Y68,PT,2006,14.5
YR,M,Y69,PT,2006,13.8
YR,M,Y7,PT,2006,68.9
YR,M,Y70,PT,2006,13.1
YR,M,Y71,PT,2006,12.4
YR,M,Y72,PT,2006,11.8
YR,M,Y73,PT,2006,11.1
YR,M,Y74,PT,2006,10.5
YR,M,Y75,PT,2006,9.9
YR,M,Y76,PT,2006,9.4
YR,M,Y77,PT,2006,8.8
YR,M,Y78,PT,2006,8.3
YR,M,Y79,PT,2006,7.8
YR,M,Y8,PT,2006,67.9
YR,M,Y80,PT,2006,7.3
YR,M,Y81,PT,2006,6.9
YR,M,Y82,PT,2006,6.5
YR,M,Y83,PT,2006,6.1
YR,M,Y84,PT,2006,5.7
YR,M,Y9,PT,2006,66.9
YR,M,Y_GE85,PT,2006,5.4
YR,M,Y_LT1,PT,2006,75.5
YR,T,Y1,PT,2006,78.3
YR,T,Y10,PT,2006,69.4
YR,T,Y11,PT,2006,68.4
YR,T,Y12,PT,2006,67.5
YR,T,Y13,PT,2006,66.5
YR,T,Y14,PT,2006,65.5
YR,T,Y15,PT,2006,64.5
YR,T,Y16,PT,2006,63.5
YR,T,Y17,PT,2006,62.5
YR,T,Y18,PT,2006,61.6
YR,T,Y19,PT,2006,60.6
YR,T,Y2,PT,2006,77.3
YR,T,Y20,PT,2006,59.6
YR,T,Y21,PT,2006,58.7
YR,T,Y22,PT,2006,57.7
YR,T,Y23,PT,2006,56.7
YR,T,Y24,PT,2006,55.7
YR,T,Y25,PT,2006,54.8
YR,T,Y26,PT,2006,53.8
YR,T,Y27,PT,2006,52.8
YR,T,Y28,PT,2006,51.9
YR,T,Y29,PT,2006,50.9
YR,T,Y3,PT,2006,76.4
YR,T,Y30,PT,2006,50.0
YR,T,Y31,PT,2006,49.0
YR,T,Y32,PT,2006,48.0
YR,T,Y33,PT,2006,47.1
YR,T,Y34,PT,2006,46.1
YR,T,Y35,PT,2006,45.2
YR,T,Y36,PT,2006,44.2
YR,T,Y37,PT,2006,43.3
YR,T,Y38,PT,2006,42.4
YR,T,Y39,PT,2006,41.4
YR,T,Y4,PT,2006,75.4
YR,T,Y40,PT,2006,40.5
YR,T,Y41,PT,2006,39.6
YR,T,Y42,PT,2006,38.7
YR,T,Y43,PT,2006,37.7
YR,T,Y44,PT,2006,36.8
YR,T,Y45,PT,2006,35.9
YR,T,Y46,PT,2006,35.0
YR,T,Y47,PT,2006,34.1
YR,T,Y48,PT,2006,33.2
YR,T,Y49,PT,2006,32.3
YR,T,Y5,PT,2006,74.4
YR,T,Y50,PT,2006,31.4
YR,T,Y51,PT,2006,30.6
YR,T,Y52,PT,2006,29.7
YR,T,Y53,PT,2006,28.8
YR,T,Y54,PT,2006,27.9
YR,T,Y55,PT,2006,27.1
YR,T,Y56,PT,2006,26.2
YR,T,Y57,PT,2006,25.3
YR,T,Y58,PT,2006,24.5
YR,T,Y59,PT,2006,23.7
YR,T,Y6,PT,2006,73.4
YR,T,Y60,PT,2006,22.8
YR,T,Y61,PT,2006,22.0
YR,T,Y62,PT,2006,21.2
YR,T,Y63,PT,2006,20.3
YR,T,Y64,PT,2006,19.5
YR,T,Y65,PT,2006,18.7
YR,T,Y66,PT,2006,17.9
YR,T,Y67,PT,2006,17.1
YR,T,Y68,PT,2006,16.4
YR,T,Y69,PT,2006,15.6
YR,T,Y7,PT,2006,72.4
YR,T,Y70,PT,2006,14.9
YR,T,Y71,PT,2006,14.1
YR,T,Y72,PT,2006,13.4
YR,T,Y73,PT,2006,12.7
YR,T,Y74,PT,2006,12.0
YR,T,Y75,PT,2006,11.4
YR,T,Y76,PT,2006,10.7
YR,T,Y77,PT,2006,10.1
YR,T,Y78,PT,2006,9.5
YR,T,Y79,PT,2006,8.9
YR,T,Y8,PT,2006,71.4
YR,T,Y80,PT,2006,8.4
YR,T,Y81,PT,2006,7.9
YR,T,Y82,PT,2006,7.4
YR,T,Y83,PT,2006,6.9
YR,T,Y84,PT,2006,6.5
YR,T,Y9,PT,2006,70.4
YR,T,Y_GE85,PT,2006,6.1
YR,T,Y_LT1,PT,2006,79.0
YR,F,Y1,PT,2005,80.8
YR,F,Y10,PT,2005,71.9
YR,F,Y11,PT,2005,70.9
YR,F,Y12,PT,2005,69.9
YR,F,Y13,PT,2005,68.9
YR,F,Y14,PT,2005,67.9
YR,F,Y15,PT,2005,66.9
YR,F,Y16,PT,2005,66.0
YR,F,Y17,PT,2005,65.0
YR,F,Y18,PT,2005,64.0
YR,F,Y19,PT,2005,63.0
YR,F,Y2,PT,2005,79.8
YR,F,Y20,PT,2005,62.0
YR,F,Y21,PT,2005,61.1
YR,F,Y22,PT,2005,60.1
YR,F,Y23,PT,2005,59.1
YR,F,Y24,PT,2005,58.1
YR,F,Y25,PT,2005,57.1
YR,F,Y26,PT,2005,56.2
YR,F,Y27,PT,2005,55.2
YR,F,Y28,PT,2005,54.2
YR,F,Y29,PT,2005,53.2
YR,F,Y3,PT,2005,78.8
YR,F,Y30,PT,2005,52.2
YR,F,Y31,PT,2005,51.2
YR,F,Y32,PT,2005,50.3
YR,F,Y33,PT,2005,49.3
YR,F,Y34,PT,2005,48.3
YR,F,Y35,PT,2005,47.4
YR,F,Y36,PT,2005,46.4
YR,F,Y37,PT,2005,45.4
YR,F,Y38,PT,2005,44.5
YR,F,Y39,PT,2005,43.5
YR,F,Y4,PT,2005,77.8
YR,F,Y40,PT,2005,42.5
YR,F,Y41,PT,2005,41.6
YR,F,Y42,PT,2005,40.6
YR,F,Y43,PT,2005,39.7
YR,F,Y44,PT,2005,38.7
YR,F,Y45,PT,2005,37.8
YR,F,Y46,PT,2005,36.8
YR,F,Y47,PT,2005,35.9
YR,F,Y48,PT,2005,35.0
YR,F,Y49,PT,2005,34.1
YR,F,Y5,PT,2005,76.9
YR,F,Y50,PT,2005,33.1
YR,F,Y51,PT,2005,32.2
YR,F,Y52,PT,2005,31.3
YR,F,Y53,PT,2005,30.4
YR,F,Y54,PT,2005,29.5
YR,F,Y55,PT,2005,28.5
YR,F,Y56,PT,2005,27.6
YR,F,Y57,PT,2005,26.7
YR,F,Y58,PT,2005,25.8
YR,F,Y59,PT,2005,24.9
YR,F,Y6,PT,2005,75.9
YR,F,Y60,PT,2005,24.0
YR,F,Y61,PT,2005,23.1
YR,F,Y62,PT,2005,22.3
YR,F,Y63,PT,2005,21.4
YR,F,Y64,PT,2005,20.5
YR,F,Y65,PT,2005,19.7
YR,F,Y66,PT,2005,18.8
YR,F,Y67,PT,2005,18.0
YR,F,Y68,PT,2005,17.2
YR,F,Y69,PT,2005,16.3
YR,F,Y7,PT,2005,74.9
YR,F,Y70,PT,2005,15.5
YR,F,Y71,PT,2005,14.7
YR,F,Y72,PT,2005,13.9
YR,F,Y73,PT,2005,13.2
YR,F,Y74,PT,2005,12.4
YR,F,Y75,PT,2005,11.7
YR,F,Y76,PT,2005,11.0
YR,F,Y77,PT,2005,10.3
YR,F,Y78,PT,2005,9.7
YR,F,Y79,PT,2005,9.0
YR,F,Y8,PT,2005,73.9
YR,F,Y80,PT,2005,8.4
YR,F,Y81,PT,2005,7.9
YR,F,Y82,PT,2005,7.3
YR,F,Y83,PT,2005,6.8
YR,F,Y84,PT,2005,6.4
YR,F,Y9,PT,2005,72.9
YR,F,Y_GE85,PT,2005,5.9
YR,F,Y_LT1,PT,2005,81.5
YR,M,Y1,PT,2005,74.1
YR,M,Y10,PT,2005,65.3
YR,M,Y11,PT,2005,64.3
YR,M,Y12,PT,2005,63.3
YR,M,Y13,PT,2005,62.3
YR,M,Y14,PT,2005,61.3
YR,M,Y15,PT,2005,60.3
YR,M,Y16,PT,2005,59.4
YR,M,Y17,PT,2005,58.4
YR,M,Y18,PT,2005,57.4
YR,M,Y19,PT,2005,56.5
YR,M,Y2,PT,2005,73.2
YR,M,Y20,PT,2005,55.5
YR,M,Y21,PT,2005,54.6
YR,M,Y22,PT,2005,53.6
YR,M,Y23,PT,2005,52.7
YR,M,Y24,PT,2005,51.7
YR,M,Y25,PT,2005,50.8
YR,M,Y26,PT,2005,49.8
YR,M,Y27,PT,2005,48.9
YR,M,Y28,PT,2005,47.9
YR,M,Y29,PT,2005,47.0
YR,M,Y3,PT,2005,72.2
YR,M,Y30,PT,2005,46.1
YR,M,Y31,PT,2005,45.1
YR,M,Y32,PT,2005,44.2
YR,M,Y33,PT,2005,43.3
YR,M,Y34,PT,2005,42.3
YR,M,Y35,PT,2005,41.4
YR,M,Y36,PT,2005,40.5
YR,M,Y37,PT,2005,39.6
YR,M,Y38,PT,2005,38.7
YR,M,Y39,PT,2005,37.8
YR,M,Y4,PT,2005,71.2
YR,M,Y40,PT,2005,36.9
YR,M,Y41,PT,2005,36.0
YR,M,Y42,PT,2005,35.1
YR,M,Y43,PT,2005,34.2
YR,M,Y44,PT,2005,33.3
YR,M,Y45,PT,2005,32.5
YR,M,Y46,PT,2005,31.6
YR,M,Y47,PT,2005,30.7
YR,M,Y48,PT,2005,29.8
YR,M,Y49,PT,2005,29.0
YR,M,Y5,PT,2005,70.2
YR,M,Y50,PT,2005,28.1
YR,M,Y51,PT,2005,27.3
YR,M,Y52,PT,2005,26.5
YR,M,Y53,PT,2005,25.6
YR,M,Y54,PT,2005,24.8
YR,M,Y55,PT,2005,24.0
YR,M,Y56,PT,2005,23.2
YR,M,Y57,PT,2005,22.4
YR,M,Y58,PT,2005,21.5
YR,M,Y59,PT,2005,20.8
YR,M,Y6,PT,2005,69.2
YR,M,Y60,PT,2005,20.0
YR,M,Y61,PT,2005,19.2
YR,M,Y62,PT,2005,18.4
YR,M,Y63,PT,2005,17.7
YR,M,Y64,PT,2005,16.9
YR,M,Y65,PT,2005,16.1
YR,M,Y66,PT,2005,15.4
YR,M,Y67,PT,2005,14.7
YR,M,Y68,PT,2005,14.0
YR,M,Y69,PT,2005,13.3
YR,M,Y7,PT,2005,68.2
YR,M,Y70,PT,2005,12.6
YR,M,Y71,PT,2005,11.9
YR,M,Y72,PT,2005,11.3
YR,M,Y73,PT,2005,10.7
YR,M,Y74,PT,2005,10.1
YR,M,Y75,PT,2005,9.5
YR,M,Y76,PT,2005,8.9
YR,M,Y77,PT,2005,8.4
YR,M,Y78,PT,2005,7.9
YR,M,Y79,PT,2005,7.4
YR,M,Y8,PT,2005,67.3
YR,M,Y80,PT,2005,6.9
YR,M,Y81,PT,2005,6.5
YR,M,Y82,PT,2005,6.1
YR,M,Y83,PT,2005,5.7
YR,M,Y84,PT,2005,5.3
YR,M,Y9,PT,2005,66.3
YR,M,Y_GE85,PT,2005,5.0
YR,M,Y_LT1,PT,2005,74.9
YR,T,Y1,PT,2005,77.5
YR,T,Y10,PT,2005,68.6
YR,T,Y11,PT,2005,67.6
YR,T,Y12,PT,2005,66.7
YR,T,Y13,PT,2005,65.7
YR,T,Y14,PT,2005,64.7
YR,T,Y15,PT,2005,63.7
YR,T,Y16,PT,2005,62.7
YR,T,Y17,PT,2005,61.7
YR,T,Y18,PT,2005,60.8
YR,T,Y19,PT,2005,59.8
YR,T,Y2,PT,2005,76.5
YR,T,Y20,PT,2005,58.8
YR,T,Y21,PT,2005,57.9
YR,T,Y22,PT,2005,56.9
YR,T,Y23,PT,2005,55.9
YR,T,Y24,PT,2005,55.0
YR,T,Y25,PT,2005,54.0
YR,T,Y26,PT,2005,53.1
YR,T,Y27,PT,2005,52.1
YR,T,Y28,PT,2005,51.1
YR,T,Y29,PT,2005,50.2
YR,T,Y3,PT,2005,75.6
YR,T,Y30,PT,2005,49.2
YR,T,Y31,PT,2005,48.2
YR,T,Y32,PT,2005,47.3
YR,T,Y33,PT,2005,46.3
YR,T,Y34,PT,2005,45.4
YR,T,Y35,PT,2005,44.5
YR,T,Y36,PT,2005,43.5
YR,T,Y37,PT,2005,42.6
YR,T,Y38,PT,2005,41.7
YR,T,Y39,PT,2005,40.7
YR,T,Y4,PT,2005,74.6
YR,T,Y40,PT,2005,39.8
YR,T,Y41,PT,2005,38.9
YR,T,Y42,PT,2005,37.9
YR,T,Y43,PT,2005,37.0
YR,T,Y44,PT,2005,36.1
YR,T,Y45,PT,2005,35.2
YR,T,Y46,PT,2005,34.3
YR,T,Y47,PT,2005,33.4
YR,T,Y48,PT,2005,32.5
YR,T,Y49,PT,2005,31.6
YR,T,Y5,PT,2005,73.6
YR,T,Y50,PT,2005,30.7
YR,T,Y51,PT,2005,29.9
YR,T,Y52,PT,2005,29.0
YR,T,Y53,PT,2005,28.1
YR,T,Y54,PT,2005,27.2
YR,T,Y55,PT,2005,26.4
YR,T,Y56,PT,2005,25.5
YR,T,Y57,PT,2005,24.7
YR,T,Y58,PT,2005,23.8
YR,T,Y59,PT,2005,23.0
YR,T,Y6,PT,2005,72.6
YR,T,Y60,PT,2005,22.1
YR,T,Y61,PT,2005,21.3
YR,T,Y62,PT,2005,20.5
YR,T,Y63,PT,2005,19.7
YR,T,Y64,PT,2005,18.8
YR,T,Y65,PT,2005,18.0
YR,T,Y66,PT,2005,17.3
YR,T,Y67,PT,2005,16.5
YR,T,Y68,PT,2005,15.7
YR,T,Y69,PT,2005,15.0
YR,T,Y7,PT,2005,71.6
YR,T,Y70,PT,2005,14.2
YR,T,Y71,PT,2005,13.5
